tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen
2803850,2,2803850,Mammaliicoccus,"",bacteria,false,0.478209,1205,3,,,96.1727,360.0,10^-212.976,,,,,,,,,[1296],0
1296,1,2803850,Mammaliicoccus sciuri,"",bacteria,false,0.478209,1205,3,,,96.1727,360.0,10^-212.976,,,,,,,,,,0
2800686,2,2800686,Tsuneonella,"",bacteria,false,0.286925,723,1,,,88.641,493.0,10^-247.823,,,,,,,,,[1982042],0
1982042,1,2800686,Tsuneonella mangrovi,"",bacteria,false,0.286925,723,1,,,88.641,493.0,10^-247.823,,,,,,,,,,0
2800685,2,2800685,Pelagerythrobacter,"",bacteria,false,0.434555,1095,1,,,88.411,906.0,10^-307.653,,,,,,,,,[543877],0
543877,1,2800685,Pelagerythrobacter marensis,"",bacteria,false,0.434555,1095,1,,,88.411,906.0,10^-307.653,,,,,,,,,,0
2800373,2,2800373,Priestia,"",bacteria,false,0.218667,551,1,,,95.174,518.0,10^-307.501,,,,,,,,,[1404],0
1404,1,2800373,Priestia megaterium,"",bacteria,false,0.218667,551,1,,,95.174,518.0,10^-307.501,,,,,,,,,,0
2792393,2,2792393,Aquipluma,"",bacteria,false,7.95652,20049,2,,,84.631,1341.0,10^-307.653,,,,,,,,,[2010828],0
2010828,1,2792393,Aquipluma nitroreducens,"",bacteria,false,7.95652,20049,2,,,84.631,1341.0,10^-307.653,,,,,,,,,,0
2789201,2,2789201,Candidatus Vampirococcus,"",bacteria,false,0.251209,633,1,,,88.665,547.0,10^-276.598,,,,,,,,,[1930593],0
1930593,1,2789201,Candidatus Vampirococcus archaeovorus,"",bacteria,false,0.251209,633,1,,,88.665,547.0,10^-276.598,,,,,,,,,,0
2782231,2,2782231,Kaistella,"",bacteria,false,21.6353,54517,37,1,42479,86.6981,1180.27,10^-298.208,20.9154,52703,27,2,52703,96.4704,755.889,10^-307.653,"[1608584, 1241979, 421525]",0
1608584,1,2782231,Chryseobacterium senegalense,"",bacteria,false,,,,,,,,,20.9154,52703,27,2,52703,96.4704,755.889,10^-307.653,,0
1241979,1,2782231,Chryseobacterium carnis,"",bacteria,false,17.1596,43239,28,1,42479,84.1033,1328.68,10^-307.653,,,,,,,,,,0
421525,1,2782231,Chryseobacterium haifense,"",bacteria,false,4.47572,11278,9,,,94.7707,718.556,10^-268.826,,,,,,,,,,0
2782229,2,2782229,Epilithonimonas,"",bacteria,false,232.805,586627,360,7,543716,91.9496,2195.3,10^-304.62,316.898,798525,454,9,798525,93.6128,660.264,10^-292.883,"[2487072, 420404, 358687]",0
2487072,1,2782229,Epilithonimonas vandammei,"",bacteria,false,232.805,586627,360,7,543716,91.9496,2195.3,10^-304.62,178.749,450416,256,5,450416,92.5348,569.934,10^-285.901,,0
420404,1,2782229,Chryseobacterium hominis,"",bacteria,false,,,,,,,,,22.5977,56942,55,1,56942,96.4,499.0,10^-307.653,,0
358687,1,2782229,Chryseobacterium hispanicum,"",bacteria,false,,,,,,,,,115.551,291167,143,3,291167,94.4706,884.0,10^-299.702,,0
2782228,2,2782228,Planobacterium,"",bacteria,false,55.3401,139447,121,2,117954,94.7791,1427.71,10^-304.272,69.0014,173871,175,5,173871,91.8229,409.166,10^-256.62,"[2771435, 536441]",0
2771435,1,2782228,Planobacterium sp. GCR5,"",bacteria,false,,,,,,,,,3.3173,8359,8,1,8359,40.0,458.0,10^-91.8894,,0
536441,1,2782228,Chryseobacterium taklimakanense,"",bacteria,false,55.3401,139447,121,2,117954,94.7791,1427.71,10^-304.272,65.6841,165512,167,4,165512,94.3054,406.826,10^-264.511,,0
2782172,2,2782172,Algicoccus,"",bacteria,false,14.5471,36656,9,,,91.1443,1226.0,10^-271.728,,,,,,,,,[2163011],0
2163011,1,2782172,Algicoccus marinus,"",bacteria,false,14.5471,36656,9,,,91.1443,1226.0,10^-271.728,,,,,,,,,,0
2779937,2,2779937,Podila,"",eukaryota,false,,,,,,,,,1382.92,3484705,2749,8,3484705,69.7132,2005.79,10^-306.273,[78898],0
78898,1,2779937,Podila verticillata,"",eukaryota,false,,,,,,,,,1382.92,3484705,2749,8,3484705,69.7132,2005.79,10^-306.273,,0
2779861,2,2779861,Linnemannia,"",eukaryota,false,,,,,,,,,915.249,2306261,1805,15,2306261,53.926,1971.03,10^-306.915,[64522],0
64522,1,2779861,Linnemannia gamsii,"",eukaryota,false,,,,,,,,,915.249,2306261,1805,15,2306261,53.926,1971.03,10^-306.915,,0
2773294,2,2773294,Desulfolutivibrio,"",bacteria,false,6.54412,16490,6,,,90.354,1854.17,10^-283.051,,,,,,,,,[2773299],0
2773299,1,2773294,Desulfolutivibrio sulfoxidireducens,"",bacteria,false,6.54412,16490,6,,,90.354,1854.17,10^-283.051,,,,,,,,,,0
2767893,2,2767893,Lentilactobacillus,"",bacteria,false,0.212714,536,1,,,94.404,411.0,10^-236.923,,,,,,,,,[1581],0
1581,1,2767893,Lentilactobacillus buchneri,"",bacteria,false,0.212714,536,1,,,94.404,411.0,10^-236.923,,,,,,,,,,0
2767890,2,2767890,Paucilactobacillus,"",bacteria,false,0.757594,1909,3,,,90.6097,581.667,10^-294.579,,,,,,,,,[1296540],0
1296540,1,2767890,Lactobacillus nenjiangensis,"",bacteria,false,0.757594,1909,3,,,90.6097,581.667,10^-294.579,,,,,,,,,,0
2767888,2,2767888,Liquorilactobacillus,"",bacteria,false,0.721877,1819,4,,,97.0758,414.75,10^-251.374,,,,,,,,,"[468911, 82688]",0
468911,1,2767888,Lactobacillus hordei,"",bacteria,false,0.223429,563,1,,,97.099,517.0,10^-307.653,,,,,,,,,,0
82688,1,2767888,Liquorilactobacillus nagelii,"",bacteria,false,0.498449,1256,3,,,97.068,380.667,10^-232.614,,,,,,,,,,0
2767887,2,2767887,Ligilactobacillus,"",bacteria,false,129.949,327449,170,,,93.378,1638.54,10^-267.277,,,,,,,,,"[1624, 1623, 1622, 1601]",0
1624,1,2767887,Ligilactobacillus salivarius,"",bacteria,false,21.6504,54555,29,,,95.2198,1764.34,10^-252.354,,,,,,,,,,0
1623,1,2767887,Ligilactobacillus ruminis,"",bacteria,false,105.165,264997,134,,,93.044,1639.29,10^-270.033,,,,,,,,,,0
1622,1,2767887,Lactobacillus murinus,"",bacteria,false,0.639729,1612,2,,,90.949,789.5,10^-288.041,,,,,,,,,,0
1601,1,2767887,Ligilactobacillus agilis,"",bacteria,false,2.49423,6285,5,,,92.6172,1228.2,10^-271.648,,,,,,,,,,0
2767886,2,2767886,Levilactobacillus,"",bacteria,false,0.605996,1527,3,,,94.553,466.333,10^-253.443,,,,,,,,,"[2292255, 1580]",0
2292255,1,2767886,Lactobacillus suantsaii,"",bacteria,false,0.199618,503,1,,,96.162,469.0,10^-283.527,,,,,,,,,,0
1580,1,2767886,Levilactobacillus brevis,"",bacteria,false,0.406378,1024,2,,,93.7485,465.0,10^-238.401,,,,,,,,,,0
2767885,2,2767885,Latilactobacillus,"",bacteria,false,0.425031,1071,2,,,97.0745,495.5,10^-305.187,,,,,,,,,"[28038, 1599]",0
28038,1,2767885,Latilactobacillus curvatus,"",bacteria,false,0.210333,530,1,,,97.137,489.0,10^-302.722,,,,,,,,,,0
1599,1,2767885,Latilactobacillus sakei,"",bacteria,false,0.214698,541,1,,,97.012,502.0,10^-307.653,,,,,,,,,,0
2767881,2,2767881,Fructilactobacillus,"",bacteria,false,0.14128,356,1,,,94.671,319.0,10^-182.139,,,,,,,,,[1625],0
1625,1,2767881,Fructilactobacillus sanfranciscensis,"",bacteria,false,0.14128,356,1,,,94.671,319.0,10^-182.139,,,,,,,,,,0
2767879,2,2767879,Companilactobacillus,"",bacteria,false,0.20557,518,1,,,96.352,466.0,10^-282.843,,,,,,,,,[1612],0
1612,1,2767879,Companilactobacillus farciminis,"",bacteria,false,0.20557,518,1,,,96.352,466.0,10^-282.843,,,,,,,,,,0
2767876,2,2767876,Amylolactobacillus,"",bacteria,false,0.570279,1437,2,,,93.4285,578.5,10^-285.637,,,,,,,,,[1603],0
1603,1,2767876,Amylolactobacillus amylophilus,"",bacteria,false,0.570279,1437,2,,,93.4285,578.5,10^-285.637,,,,,,,,,,0
2767842,2,2767842,Lactiplantibacillus,"",bacteria,false,6.31911,15923,15,,,95.1261,1082.0,10^-245.262,,,,,,,,,"[271881, 1590, 1589]",0
271881,1,2767842,Lactiplantibacillus argentoratensis,"",bacteria,false,0.280179,706,2,,,96.042,318.5,10^-187.973,,,,,,,,,,0
1590,1,2767842,Lactiplantibacillus plantarum,"",bacteria,false,5.89407,14852,12,,,94.9967,1271.92,10^-259.443,,,,,,,,,,0
1589,1,2767842,Lactiplantibacillus pentosus,"",bacteria,false,0.144852,365,1,,,94.848,330.0,10^-189.672,,,,,,,,,,0
2762384,2,2762384,Breznakibacter,"",bacteria,false,,,,,,,,,26.288,66241,25,1,66241,64.2,243.0,10^-89.8477,[990],0
