tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen
2800681,2,2800681,Aurantiacibacter,"",bacteria,false,9.45402,36002,8,1,31988,97.1745,1157.25,10^-307.653,2.94161,11202,3,1,11202,54.6,613.0,10^-204.426,"[1784712, 1648404]",0
1784712,1,2800681,Aurantiacibacter xanthus,"",bacteria,false,,,,,,,,,2.94161,11202,3,1,11202,54.6,613.0,10^-204.426,,0
1648404,1,2800681,Aurantiacibacter atlanticus,"",bacteria,false,9.45402,36002,8,1,31988,97.1745,1157.25,10^-307.653,,,,,,,,,,0
2795779,2,2795779,Rosistilla,"",bacteria,false,,,,,,,,,26.5262,101015,46,1,101015,54.3,816.0,10^-178.331,[2528017],0
2528017,1,2795779,Rosistilla carotiformis,"",bacteria,false,,,,,,,,,26.5262,101015,46,1,101015,54.3,816.0,10^-178.331,,0
2795377,2,2795377,Pelagovum,"",bacteria,false,0.39127,1490,2,,,91.714,660.0,10^-282.226,,,,,,,,,[2588711],0
2588711,1,2795377,Pelagovum pacificum,"",bacteria,false,0.39127,1490,2,,,91.714,660.0,10^-282.226,,,,,,,,,,0
2792393,2,2792393,Aquipluma,"",bacteria,false,180.481,687292,166,2,679027,86.3098,1071.86,10^-302.51,,,,,,,,,[2010828],0
2010828,1,2792393,Aquipluma nitroreducens,"",bacteria,false,180.481,687292,166,2,679027,86.3098,1071.86,10^-302.51,,,,,,,,,,0
2789775,2,2789775,Actinomarinicola,"",bacteria,false,1.28699,4901,1,,,89.753,566.0,10^-295.11,,,,,,,,,[2789776],0
2789776,1,2789775,Actinomarinicola tropica,"",bacteria,false,1.28699,4901,1,,,89.753,566.0,10^-295.11,,,,,,,,,,0
2782231,2,2782231,Kaistella,"",bacteria,false,28.8027,109684,32,2,104269,94.9942,866.469,10^-299.287,23.7435,90418,29,2,90418,92.1172,914.379,10^-299.138,[421525],0
421525,1,2782231,Chryseobacterium haifense,"",bacteria,false,28.8027,109684,32,2,104269,94.9942,866.469,10^-299.287,23.7435,90418,29,2,90418,92.1172,914.379,10^-299.138,,0
2782229,2,2782229,Epilithonimonas,"",bacteria,false,41.8427,159342,52,2,138650,93.4768,3960.77,10^-299.251,36.2113,137897,42,3,137897,93.2571,641.69,10^-300.454,[2487072],0
2487072,1,2782229,Epilithonimonas vandammei,"",bacteria,false,41.8427,159342,52,2,138650,93.4768,3960.77,10^-299.251,36.2113,137897,42,3,137897,93.2571,641.69,10^-300.454,,0
2782228,2,2782228,Planobacterium,"",bacteria,false,6.68782,25468,9,,,90.7756,1359.89,10^-307.177,3.62384,13800,6,1,13800,98.0,457.0,10^-307.653,[536441],0
536441,1,2782228,Chryseobacterium taklimakanense,"",bacteria,false,6.68782,25468,9,,,90.7756,1359.89,10^-307.177,3.62384,13800,6,1,13800,98.0,457.0,10^-307.653,,0
2782172,2,2782172,Algicoccus,"",bacteria,false,6.3966,24359,6,,,90.2708,1643.5,10^-307.653,9.34294,35579,9,1,35579,58.3,825.0,10^-247.179,[2163011],0
2163011,1,2782172,Algicoccus marinus,"",bacteria,false,6.3966,24359,6,,,90.2708,1643.5,10^-307.653,9.34294,35579,9,1,35579,58.3,825.0,10^-247.179,,0
2779937,2,2779937,Podila,"",eukaryota,false,,,,,,,,,1247.58,4750934,1652,14,4750934,71.4482,2270.73,10^-307.602,"[979688, 78898]",0
979688,1,2779937,Podila clonocystis,"",eukaryota,false,,,,,,,,,215.133,819253,497,1,819253,72.4,2808.0,10^-307.653,,0
78898,1,2779937,Podila verticillata,"",eukaryota,false,,,,,,,,,1032.45,3931681,1155,13,3931681,71.0386,2039.55,10^-307.581,,0
2779861,2,2779861,Linnemannia,"",eukaryota,false,,,,,,,,,2057.39,7834768,2972,26,7834768,49.0033,3248.81,10^-305.362,[64522],0
64522,1,2779861,Linnemannia gamsii,"",eukaryota,false,,,,,,,,,2057.39,7834768,2972,26,7834768,49.0033,3248.81,10^-305.362,,0
2773294,2,2773294,Desulfolutivibrio,"",bacteria,false,2.9403,11197,3,,,85.1133,1794.67,10^-307.653,,,,,,,,,[2773299],0
2773299,1,2773294,Desulfolutivibrio sulfoxidireducens,"",bacteria,false,2.9403,11197,3,,,85.1133,1794.67,10^-307.653,,,,,,,,,,0
2772198,2,2772198,Sulfurimicrobium,"",bacteria,false,10.7274,40851,9,1,30683,84.2283,2434.89,10^-307.653,39.2924,149630,37,3,149630,78.0946,1130.54,10^-296.297,[2715678],0
2715678,1,2772198,Sulfurimicrobium lacus,"",bacteria,false,10.7274,40851,9,1,30683,84.2283,2434.89,10^-307.653,39.2924,149630,37,3,149630,78.0946,1130.54,10^-296.297,,0
2767887,2,2767887,Ligilactobacillus,"",bacteria,false,10.839,41276,9,,,92.6093,3873.89,10^-296.061,,,,,,,,,"[1624, 1623, 1622]",0
1624,1,2767887,Ligilactobacillus salivarius,"",bacteria,false,2.57266,9797,3,,,93.0187,3320.67,10^-272.879,,,,,,,,,,0
1623,1,2767887,Ligilactobacillus ruminis,"",bacteria,false,7.21512,27476,5,,,93.0582,4711.8,10^-307.653,,,,,,,,,,0
1622,1,2767887,Lactobacillus murinus,"",bacteria,false,1.05118,4003,1,,,89.137,1344.0,10^-307.653,,,,,,,,,,0
2767884,2,2767884,Lapidilactobacillus,"",bacteria,false,0.567998,2163,1,,,92.829,1548.0,10^-307.653,,,,,,,,,[51664],0
51664,1,2767884,Lapidilactobacillus dextrinicus,"",bacteria,false,0.567998,2163,1,,,92.829,1548.0,10^-307.653,,,,,,,,,,0
2762562,2,2762562,Flavilitoribacter,"",bacteria,false,,,,,,,,,99.638,379433,104,5,379433,54.0654,570.865,10^-146.741,[70997],0
70997,1,2762562,Flavilitoribacter nigricans,"",bacteria,false,,,,,,,,,99.638,379433,104,5,379433,54.0654,570.865,10^-146.741,,0
