tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen
2803845,2,2803845,Usitatibacter,"",bacteria,false,1.1497,2595,1,,,88.481,2318.0,10^-307.653,,,,,,,,,[2732067],0
2732067,1,2803845,Usitatibacter rugosus,"",bacteria,false,1.1497,2595,1,,,88.481,2318.0,10^-307.653,,,,,,,,,,0
2800686,2,2800686,Tsuneonella,"",bacteria,false,1.4204,3206,2,,,85.276,988.5,10^-307.653,,,,,,,,,[692370],0
692370,1,2800686,Tsuneonella dongtanensis,"",bacteria,false,1.4204,3206,2,,,85.276,988.5,10^-307.653,,,,,,,,,,0
2795605,2,2795605,Aureliella,"",bacteria,false,,,,,,,,,27.7164,62559,79,1,62559,53.9,230.0,10^-64.5986,[2527968],0
2527968,1,2795605,Aureliella helgolandensis,"",bacteria,false,,,,,,,,,27.7164,62559,79,1,62559,53.9,230.0,10^-64.5986,,0
2792393,2,2792393,Aquipluma,"",bacteria,false,1.37609,3106,5,,,94.6608,590.2,10^-283.331,,,,,,,,,[2010828],0
2010828,1,2792393,Aquipluma nitroreducens,"",bacteria,false,1.37609,3106,5,,,94.6608,590.2,10^-283.331,,,,,,,,,,0
2789775,2,2789775,Actinomarinicola,"",bacteria,false,7.32661,16537,2,,,84.738,938.0,10^-307.653,,,,,,,,,[2789776],0
2789776,1,2789775,Actinomarinicola tropica,"",bacteria,false,7.32661,16537,2,,,84.738,938.0,10^-307.653,,,,,,,,,,0
2782231,2,2782231,Kaistella,"",bacteria,false,18.9091,42680,8,,,84.7991,2770.38,10^-307.653,,,,,,,,,"[2487074, 421525, 266749]",0
2487074,1,2782231,Kaistella daneshvariae,"",bacteria,false,0.424436,958,1,,,88.853,924.0,10^-307.653,,,,,,,,,,0
421525,1,2782231,Chryseobacterium haifense,"",bacteria,false,0.752731,1699,1,,,94.89,1546.0,10^-307.653,,,,,,,,,,0
266749,1,2782231,Chryseobacterium jeonii,"",bacteria,false,17.7319,40023,6,,,82.4417,3282.17,10^-307.653,,,,,,,,,,0
2782229,2,2782229,Epilithonimonas,"",bacteria,false,2.94137,6639,3,,,92.9783,956.667,10^-261.485,,,,,,,,,[2487072],0
2487072,1,2782229,Epilithonimonas vandammei,"",bacteria,false,2.94137,6639,3,,,92.9783,956.667,10^-261.485,,,,,,,,,,0
2782228,2,2782228,Planobacterium,"",bacteria,false,1.26223,2849,1,,,86.372,2781.0,10^-307.653,,,,,,,,,[536441],0
