tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen
2800686,2,2800686,Tsuneonella,"",bacteria,false,10.0866,5142,1,,,85.988,4746.0,10^-307.653,,,,,,,,,[2338327],0
2338327,1,2800686,Tsuneonella amylolytica,"",bacteria,false,10.0866,5142,1,,,85.988,4746.0,10^-307.653,,,,,,,,,,0
2792393,2,2792393,Aquipluma,"",bacteria,false,140.051,71396,19,1,45118,88.1624,764.579,10^-300.709,,,,,,,,,[2010828],0
2010828,1,2792393,Aquipluma nitroreducens,"",bacteria,false,140.051,71396,19,1,45118,88.1624,764.579,10^-300.709,,,,,,,,,,0
2782231,2,2782231,Kaistella,"",bacteria,false,27.3585,13947,5,,,90.8798,1198.2,10^-295.695,,,,,,,,,"[1241979, 421525]",0
1241979,1,2782231,Chryseobacterium carnis,"",bacteria,false,22.2073,11321,4,,,92.4473,835.0,10^-292.706,,,,,,,,,,0
421525,1,2782231,Chryseobacterium haifense,"",bacteria,false,5.15117,2626,1,,,84.61,2651.0,10^-307.653,,,,,,,,,,0
2782229,2,2782229,Epilithonimonas,"",bacteria,false,14.7905,7540,6,,,93.497,472.333,10^-253.042,,,,,,,,,[2487072],0
2487072,1,2782229,Epilithonimonas vandammei,"",bacteria,false,14.7905,7540,6,,,93.497,472.333,10^-253.042,,,,,,,,,,0
2782228,2,2782228,Planobacterium,"",bacteria,false,14.2687,7274,3,,,90.1543,1167.33,10^-286.354,,,,,,,,,[536441],0
536441,1,2782228,Chryseobacterium taklimakanense,"",bacteria,false,14.2687,7274,3,,,90.1543,1167.33,10^-286.354,,,,,,,,,,0
2779861,2,2779861,Linnemannia,"",eukaryota,false,,,,,,,,,54.3208,27692,14,1,27692,59.7,1557.0,10^-307.653,[64522],0
64522,1,2779861,Linnemannia gamsii,"",eukaryota,false,,,,,,,,,54.3208,27692,14,1,27692,59.7,1557.0,10^-307.653,,0
2772198,2,2772198,Sulfurimicrobium,"",bacteria,false,7.09709,3618,1,,,82.617,2560.0,10^-307.653,,,,,,,,,[2715678],0
2715678,1,2772198,Sulfurimicrobium lacus,"",bacteria,false,7.09709,3618,1,,,82.617,2560.0,10^-307.653,,,,,,,,,,0
2767890,2,2767890,Paucilactobacillus,"",bacteria,false,0.678715,346,1,,,96.246,293.0,10^-172.569,,,,,,,,,[1296540],0
1296540,1,2767890,Lactobacillus nenjiangensis,"",bacteria,false,0.678715,346,1,,,96.246,293.0,10^-172.569,,,,,,,,,,0
2767888,2,2767888,Liquorilactobacillus,"",bacteria,false,6.03782,3078,4,,,94.7818,745.5,10^-307.653,,,,,,,,,[82688],0
82688,1,2767888,Liquorilactobacillus nagelii,"",bacteria,false,6.03782,3078,4,,,94.7818,745.5,10^-307.653,,,,,,,,,,0
2767887,2,2767887,Ligilactobacillus,"",bacteria,false,30.707,15654,13,,,93.1302,837.846,10^-255.23,,,,,,,,,"[1624, 1623]",0
1624,1,2767887,Ligilactobacillus salivarius,"",bacteria,false,0.774834,395,1,,,96.486,370.0,10^-222.559,,,,,,,,,,0
1623,1,2767887,Ligilactobacillus ruminis,"",bacteria,false,29.9321,15259,12,,,92.8505,876.833,10^-257.952,,,,,,,,,,0
2767886,2,2767886,Levilactobacillus,"",bacteria,false,1.17108,597,1,,,90.813,566.0,10^-303.344,,,,,,,,,[1580],0
1580,1,2767886,Levilactobacillus brevis,"",bacteria,false,1.17108,597,1,,,90.813,566.0,10^-303.344,,,,,,,,,,0
2759736,2,2759736,Lacticaseibacillus,"",bacteria,false,20.132,10263,2,,,94.743,867.0,10^-307.653,,,,,,,,,"[88233, 47715]",0
88233,1,2759736,Lacticaseibacillus manihotivorans,"",bacteria,false,18.0997,9227,1,,,94.374,711.0,10^-307.653,,,,,,,,,,0
47715,1,2759736,Lacticaseibacillus rhamnosus,"",bacteria,false,2.03222,1036,1,,,95.112,1023.0,10^-307.653,,,,,,,,,,0
2742598,2,2742598,Limosilactobacillus,"",bacteria,false,64.0719,32663,13,,,93.1263,2004.0,10^-272.589,,,,,,,,,"[97478, 1633, 1613, 1598]",0
97478,1,2742598,Lactobacillus mucosae,"",bacteria,false,34.7459,17713,3,,,91.4963,5850.33,10^-281.101,,,,,,,,,,0
1633,1,2742598,Lactobacillus vaginalis,"",bacteria,false,6.15355,3137,1,,,89.837,1102.0,10^-307.653,,,,,,,,,,0
1613,1,2742598,Limosilactobacillus fermentum,"",bacteria,false,7.99942,4078,7,,,94.0237,532.0,10^-266.268,,,,,,,,,,0
1598,1,2742598,Limosilactobacillus reuteri,"",bacteria,false,15.173,7735,2,,,94.075,1837.5,10^-264.412,,,,,,,,,,0
2733130,2,2733130,Salmondvirus,"",viruses,true,1.79879,917,1,,,95.603,887.0,10^-307.653,,,,,,,,,[2283032],0
2283032,1,2733130,Dickeya phage vB_DsoM_JA33,"",viruses,true,1.79879,917,1,,,95.603,887.0,10^-307.653,,,,,,,,,,0
2719313,2,2719313,Enterocloster,"",bacteria,false,9.26662,4724,3,,,91.766,1047.67,10^-307.653,,,,,,,,,[208479],0
208479,1,2719313,Enterocloster bolteae,"",bacteria,false,9.26662,4724,3,,,91.766,1047.67,10^-307.653,,,,,,,,,,0
2719231,2,2719231,Lacrimispora,"",bacteria,false,24.0846,12278,3,,,90.6417,2035.67,10^-295.706,,,,,,,,,"[84030, 29370]",0
84030,1,2719231,Lacrimispora saccharolytica,"",bacteria,false,22.9822,11716,2,,,91.115,2791.5,10^-307.653,,,,,,,,,,0
